Atencion Level, Meditation Level, Blink, Life, Distance, Speed, Time played, Difficulty
0,0,0,3,6,5,1,easy
0,0,0,3,11,5,2,easy
0,0,0,3,16,5,3,easy
0,0,0,3,21,5,4,easy
0,0,0,3,26,5,5,easy
0,0,0,3,31,5,6,easy
0,0,0,3,36,5,7,easy
0,0,0,3,41,5,8,easy
0,0,0,3,46,5,9,easy
0,0,0,3,53,9,976808,10,easy
0,0,0,3,63,9,999996,11,easy
0,0,0,3,73,9,999996,12,easy
0,0,0,3,83,9,999996,13,easy
0,0,0,3,93,9,999996,14,easy
0,0,0,3,103,9,999996,15,easy
0,0,0,3,113,9,999996,16,easy
0,0,0,3,123,9,999996,17,easy
0,0,0,3,133,9,999996,18,easy
0,0,0,3,144,9,999996,19,easy
0,0,0,3,154,9,999996,20,easy
0,0,0,3,164,9,999996,21,easy
0,0,0,3,174,9,999996,22,easy
0,0,0,3,184,9,999996,23,easy
