Atencion Level, Meditation Level, Blink, Life, Distance, Speed, Time played, Difficulty
0,0,0,3,7,5,29,easy
0,0,0,3,12,5,30,easy
0,0,0,3,17,5,31,easy
0,0,0,3,22,5,32,easy
0,0,0,3,27,5,33,easy
0,0,0,3,32,5,34,easy
0,0,0,3,37,5,35,easy
0,0,0,3,42,5,36,easy
0,0,0,3,47,5,37,easy
0,0,0,3,54,9,983093,38,easy
0,0,0,3,64,9,999996,39,easy
0,0,0,3,74,9,999996,40,easy
0,0,0,3,84,9,999996,41,easy
0,0,0,3,94,9,999996,42,easy
0,0,0,3,104,9,999996,43,easy
0,0,0,3,114,9,999996,44,easy
0,0,0,3,124,9,999996,45,easy
0,0,0,1,134,9,999996,46,easy
0,0,0,1,144,9,999996,47,easy
0,0,0,0,146,9,999886,48,easy
0,0,0,0,146,9,999996,49,easy
