Atencion Level, Meditation Level, Blink, Life, Distance, Speed, Time played, Difficulty
0,0,0,3,8,5,3,easy
0,0,0,3,13,5,4,easy
0,0,0,3,18,5,5,easy
0,0,0,3,23,5,6,easy
0,0,0,3,28,5,7,easy
0,0,0,3,33,5,8,easy
0,0,0,3,38,5,9,easy
0,0,0,3,43,5,10,easy
0,0,0,3,48,5,11,easy
0,0,0,3,56,9,992723,12,easy
0,0,0,3,66,9,999996,13,easy
0,0,0,3,76,9,999996,14,easy
0,0,0,3,86,9,999996,15,easy
0,0,0,3,96,9,999996,16,easy
0,0,0,3,106,9,999996,17,easy
0,0,0,3,116,9,999996,18,easy
0,0,0,3,126,9,999996,19,easy
0,0,0,2,137,9,999996,20,easy
0,0,0,1,147,9,999996,21,easy
0,0,0,1,157,9,999996,22,easy
0,0,0,0,161,9,948463,23,easy
0,0,0,0,161,9,99999,24,easy
0,0,0,0,161,9,999996,25,easy
0,0,0,0,161,9,999996,26,easy
