Atencion Level, Meditation Level, Blink, Life, Distance, Speed, Time played, Difficulty
63,23,0,3,8,5,15,easy
60,23,0,3,13,5,16,easy
57,40,0,3,18,5,17,easy
56,37,0,3,23,5,18,easy
61,47,0,3,28,5,19,easy
61,57,0,3,33,5,20,easy
67,38,0,3,38,5,21,easy
70,50,0,3,43,5,22,easy
60,60,0,3,48,5,23,easy
66,54,0,3,55,8,312841,24,hard
64,66,0,3,64,8,590141,25,hard
66,54,0,3,72,8,599696,26,hard
83,38,0,3,81,8,599991,27,hard
69,41,0,3,90,8,599997,28,hard
61,30,0,3,99,8,599997,29,hard
60,38,0,3,107,8,599997,30,hard
54,48,0,3,116,8,599997,31,hard
51,41,0,3,125,8,599997,32,hard
64,60,0,3,133,8,599997,33,hard
54,44,0,3,142,8,599997,34,hard
53,44,0,3,151,8,599997,35,hard
66,57,0,3,160,8,599997,37,hard
50,40,0,3,168,8,599997,38,hard
60,63,0,3,177,8,599997,39,hard
53,56,0,3,186,8,599997,40,hard
50,48,0,3,194,8,599997,41,hard
51,43,0,3,203,8,599997,42,hard
41,30,0,3,212,8,599997,43,hard
41,34,0,3,220,8,599997,44,hard
34,43,0,3,228,7,430038,45,normal
40,60,0,3,235,7,401031,46,normal
50,66,0,3,243,7,400032,47,normal
70,57,0,3,251,7,400002,48,normal
75,56,0,3,258,7,400002,49,normal
80,35,0,3,266,7,400002,50,normal
48,37,0,3,273,7,400002,51,normal
29,41,0,3,281,7,400002,52,normal
23,26,0,3,288,7,400002,53,normal
17,29,0,3,296,6,912201,54,easy
29,35,0,3,302,5,632846,55,easy
43,23,0,3,307,5,600821,56,easy
56,35,0,3,313,5,600023,57,easy
51,40,0,3,319,5,600002,58,easy
48,37,0,3,325,5,600002,59,easy
56,35,0,3,330,5,600002,60,easy
53,50,0,3,336,5,600002,61,easy
56,47,0,3,342,5,600002,62,easy
63,66,0,3,347,5,600002,63,easy
47,75,0,3,353,6,702644,64,hard
40,64,0,3,361,7,376056,65,hard
40,54,0,3,368,7,399401,66,hard
38,48,0,3,376,7,399987,67,hard
50,35,0,3,383,7,399998,68,hard
54,50,0,3,391,7,399998,69,hard
47,54,0,3,398,7,399998,70,hard
54,43,0,3,406,7,399998,71,hard
43,51,0,3,413,7,399998,72,hard
35,40,0,3,420,7,399998,73,hard
35,40,0,3,428,6,988286,74,normal
35,53,0,3,435,6,806465,75,normal
44,47,0,3,441,6,800222,76,normal
60,63,0,3,448,6,800006,77,normal
60,57,0,2,455,6,800002,78,normal
75,43,0,2,462,6,800002,79,normal
83,44,0,2,469,6,800002,80,normal
81,27,0,2,476,6,800002,81,normal
77,43,0,2,482,6,800002,82,normal
67,48,0,2,489,6,800002,83,normal
56,57,0,2,496,7,661085,84,hard
43,60,0,2,504,7,990574,85,hard
38,60,0,2,513,7,999709,86,hard
35,66,0,2,521,7,99999,87,hard
41,74,0,2,529,7,999998,88,hard
50,64,0,2,537,7,999998,89,hard
64,56,0,2,545,7,999998,90,hard
70,56,0,2,553,7,999998,91,hard
75,60,0,2,561,7,999998,92,hard
83,61,0,3,569,7,999998,93,hard
77,53,0,3,578,8,977638,94,hard
94,56,0,3,587,9,194434,95,hard
87,48,0,3,596,9,199861,96,hard
83,61,0,3,606,9,199996,97,hard
80,63,0,3,615,9,199996,98,hard
60,50,0,3,624,9,199996,99,hard
54,50,0,3,633,9,199996,100,hard
56,53,0,3,643,9,199996,101,hard
50,63,0,3,652,9,199996,102,hard
50,80,0,3,661,9,199996,103,hard
60,87,0,3,670,8,690057,104,hard
48,87,0,3,679,8,602507,105,hard
44,93,0,3,688,8,600046,106,hard
53,81,0,3,696,8,600004,107,hard
57,70,0,3,705,8,600004,108,hard
54,44,0,3,714,8,600004,109,hard
64,44,0,3,723,8,600004,110,hard
60,53,0,3,732,8,600004,111,hard
61,61,0,3,740,8,600004,112,hard
81,69,0,3,749,8,600004,113,hard
53,60,0,3,758,9,693646,114,hard
47,40,0,3,768,9,796349,115,hard
47,35,0,3,778,9,799875,116,hard
29,44,0,3,788,9,799996,117,hard
38,54,0,3,798,9,799996,118,hard
44,63,0,3,808,9,799996,120,hard
43,60,0,3,818,9,799996,121,hard
51,41,0,3,828,9,799996,122,hard
48,40,0,3,838,9,799996,123,hard
44,43,0,3,848,9,799996,124,hard
43,51,0,3,856,7,539559,125,normal
43,60,0,3,864,7,404791,126,normal
61,60,0,2,871,7,400148,127,normal
75,61,0,2,879,7,400005,128,normal
64,54,0,2,886,7,400002,129,normal
69,63,0,2,894,7,400002,130,normal
48,63,0,2,901,7,400002,131,normal
44,48,0,2,909,7,400002,132,normal
